,Symbol,Name,Price,Change,Change %,Volume,Avg volume,Market cap,Ration,date/time
76,VTYX,"Ventyx Biosciences, Inc.",41.49,-3.05,-6.85%,1.01M,"765,720",2.35B,N/A,10/03/2023 01:46:54
77,HTZ,"Hertz Global Holdings, Inc.",18.48,-1.35,-6.81%,3.825M,2.918M,5.958B,5.18,10/03/2023 01:46:54
78,SFNC,Simmons First National Corporation,19.59,-1.43,-6.80%,"496,043","508,672",2.491B,9.51,10/03/2023 01:46:54
79,GDS,GDS Holdings Limited,15.76,-1.15,-6.80%,1.199M,1.247M,3.033B,N/A,10/03/2023 01:46:54
80,STNE,StoneCo Ltd.,8.92,-0.65,-6.79%,6.3M,4.777M,2.789B,N/A,10/03/2023 01:46:54
81,PK,Park Hotels & Resorts Inc.,13.07,-0.95,-6.78%,2.458M,3.276M,2.902B,18.15,10/03/2023 01:46:54
82,AFRM,"Affirm Holdings, Inc.",11.31,-0.82,-6.76%,17.954M,18.612M,3.325B,N/A,10/03/2023 01:46:54
83,GH,"Guardant Health, Inc.",26.94,-1.94,-6.72%,1.486M,2.191M,2.766B,N/A,10/03/2023 01:46:54
84,BPOP,"Popular, Inc.",62.00,-4.46,-6.71%,1.255M,"502,422",4.456B,4.24,10/03/2023 01:46:54
85,AYX,"Alteryx, Inc.",60.92,-4.38,-6.71%,1.891M,1.139M,4.235B,N/A,10/03/2023 01:46:54
86,AKRO,"Akero Therapeutics, Inc.",43.85,-3.15,-6.70%,"917,800","736,532",2.051B,N/A,10/03/2023 01:46:54
87,NOV,NOV Inc.,21.06,-1.51,-6.69%,4.304M,3.447M,8.273B,54.00,10/03/2023 01:46:54
88,FSR,Fisker Inc.,6.56,-0.47,-6.69%,7.364M,6.994M,2.099B,N/A,10/03/2023 01:46:54
89,ROIV,Roivant Sciences Ltd.,7.69,-0.55,-6.67%,1.071M,2.438M,5.832B,N/A,10/03/2023 01:46:54
90,TDW,Tidewater Inc.,47.11,-3.33,-6.60%,"740,683","780,761",2.382B,N/A,10/03/2023 01:46:54
91,UCBI,"United Community Banks, Inc.",29.77,-2.10,-6.59%,"688,058","528,194",3.425B,12.67,10/03/2023 01:46:54
92,PCVX,"Vaxcyte, Inc.",38.45,-2.69,-6.54%,"626,055","711,952",3.077B,N/A,10/03/2023 01:46:54
93,VLY,Valley National Bancorp,10.15,-0.71,-6.54%,9.841M,2.764M,5.154B,8.90,10/03/2023 01:46:54
94,LNC,Lincoln National Corporation,27.34,-1.91,-6.53%,3.201M,3.279M,4.627B,N/A,10/03/2023 01:46:54
95,PTON,"Peloton Interactive, Inc.",12.74,-0.89,-6.53%,9.167M,12.939M,4.408B,N/A,10/03/2023 01:46:54
96,CATY,Cathay General Bancorp,38.67,-2.70,-6.53%,"425,856","282,386",2.806B,8.56,10/03/2023 01:46:54
97,ALB,Albemarle Corporation,236.75,-16.50,-6.52%,1.706M,1.57M,27.747B,10.37,10/03/2023 01:46:54
98,NCNO,"nCino, Inc.",24.68,-1.72,-6.52%,"376,100","555,055",2.74B,N/A,10/03/2023 01:46:54
99,ARWR,"Arrowhead Pharmaceuticals, Inc.",27.73,-1.93,-6.51%,1.751M,"995,798",3.003B,N/A,10/03/2023 01:46:54
